Babili[1]SN	Babili	Babylon (Bābili),Bābili (mod. Babylon),Bābili,Bābil,Babylon	893951	[44.422236,32.543395]	
Babylonia[1]GN	Babylonia	uncertain (mod. Babylonia),Karduniaš	912816	[44.5,32.5]	
Banai-barqa[1]SN	Banai-barqa	Banai-barqa,Bnē Brāq,Ibn Ibrāq,Bene Beraq	687847	[34.818553,32.044043]	
Barsip[1]SN	Barsip	Barsip,Birs Nimrud (Borsippa),Borsippa (mod. Birs Nimrud),Borsipa,Borsippa,Birs Nimrūd	893964	[44.344757,32.390721]	
Bastam[1]SN	Bastam	uncertain (mod. Bastam)	874396	[44.893607000000003,38.891105000000003]	
Bavian[1]SN	Bavian	Āmidu,uncertain (mod. Bavian),Bāwiān,Diyarbakir,Bāwiyān,Āmid	874398	[43.405319,36.725062]	
Başkale[1]SN	Başkale	uncertain (mod. Başkale)	705365883	[44.0180863,38.0444545]	
Beisan[1]SN	Beisan	Baysān	505388706	[43.1044,36.4087]	
Ben_Shemen_Forest[1]GN	Ben_Shemen_Forest	Ben Shemen Forest,uncertain (mod. Ben Shemen),Ben Shemen	413309736	[34.9249,31.954]	
Beʾru[1]SN	Beʾru	Be'rū,Beirut,Bairūt,Berytos	678060	[35.501176,33.897902]	
Bingöl_Dağ[1]GN	Bingöl_Dağ	Bingöl Dağ,uncertain (mod. Bingöl Dağ)	874294	[41.5,39.5]	
Bisutun[1]GN	Bisutun	Behistun,uncertain (mod. Behistun)	903002	[47.454353,34.393528]	
Bit-Adad-eriba[1]SN	Bit-Adad-eriba	Bīt-Adad-erība,T. Baqāq 2	977603753	[42.933333,36.666667]	
Bitlis[1]SN	Bitlis	uncertain (mod. Bitlis)	874438	[42.116666,38.4]	
Brissa[1]SN	Brissa	uncertain (mod. Brissa),Wadi Esh-Sharbin,Wadi Ash-Shab,Braïssé,Brisa	809004346	[36.310844,34.432209]	
Burmarina[1]SN	Burmarina	T. Suḫ Fawqāni,Būr-marʾīna	727743777	[38.0615,36.782]	
Chagar_Bazar[1]SN	Chagar_Bazar	uncertain (mod. Chagar Bazar),Chagar Bazar	480215077	[40.8976593415,36.8755945806]	
Cythera_(island)[1]GN	Cythera_(island)	Cythera (island),uncertain (mod. Kastri, Cythera, Greece),Kastri island	570186	[22.981207,36.267241]	
Dabigu[1]SN	Dabigu	Dābiq,Dābigu,Dabekon	727743778	[37,268667,36,550833]	
Dana[1]SN	Dana	ad- Dāna,Atanni,Dāna	858843277	[36,780833,36,218]	
Daskyleion[1]SN	Daskyleion	Daskyleion (mod. Ergili),Ergili (Daskyleion)	511225	[28.062536,40.138708]	
Dawali[1]SN	Dawali	Ad Dawālī,uncertain (mod. Dawali)	945906723	[41.992053,34.453904]	
Deru[1]SN	Deru	Der (mod. Tell Aqar),T. Aqar (near Badra),Tell Aqar (Der),Der,Dēru	903013	[45.947885,33.109452]	
Dilbat[1]SN	Dilbat	Dilbat (mod. Deilam),Deilam (Dilbat),T. Dulaim,T. Dailam,Dilbat	893987	[44.466967,32.295211]	
Dilmun[1]SN	Dilmun	Bahrain,Dilmun (mod. A'ali, Bahrain),Dilmun (mod. Qal'at al-Bahrain),A&apos;ali, Bahrain (Dilmun),Aʾali, Bahrain (Dilmun),Tilmun,Telmun,Aʾali (Dilmun)	912837	[49.2147584551,27.7606274393]	
Dimasqa[1]SN	Dimasqa	Dimašqa,Damascus,Dimašq	678106	[36.306749,33.511461]	
Diniktum[1]SN	Diniktum	Tell Muhammad (Diniktum),Diniktum (mod. Tell Muhammad),Tell Muhammad	249999668	[44.482146,33.29375]	
Diqdiqqah[1]SN	Diqdiqqah	uncertain (mod. Diqdiqqah)	138636347	[46.11862957480,30.97454761630]	
Diyala[1]GN	Diyala		000002	[]	
Dohok[1]SN	Dohok	Dehok,uncertain (mod. Dohok),Dohuk	955792756	[42.918763,36.858746]	
Du-Enlila[1]SN	Du-Enlila		000002	[]	
Dunnu-ša-Uzībi[1]SN	Dunnu-ša-Uzībi	Giricano,Giricano (Dunnu-ša-Uzībi),Dunnu-ša-Uzībi (mod. Giricano)	293088342	[40.7499196,37.816986]	
Dur-Abi-ešuh[1]SN	Dur-Abi-ešuh		000002	[]	
Dur-Aššur-ketti-leṣir[1]SN	Dur-Aššur-ketti-leṣir	Dūr-Aššūr-ketti-lēṣir,T. Bdēri	473755738	[40.860667,36.3985]	
Dur-Katlimmu[1]SN	Dur-Katlimmu	Dur-Katlimmu (mod. Tall Shekh Hamad),Tall Shekh Hamad (Dur-Katlimmu),T. Šēḫ Ḥamad,Dūr-Katlimmu	893991	[40.740208,35.643628]	
Dur-Kurigalzu[1]SN	Dur-Kurigalzu	ʿAqarqūf,Dur-Kurigalzu (mod. Aqar Quf),Aqar Quf (Dur-Kurigalzu),Dūr-Kurigalzu	893988	[44.201763,33.354401]	
Dur-Undasi[1]SN	Dur-Undasi	Dūr-Undāsi,Dūr Undāsi,Dūr Untaš,Dūr Untasi,Dūr-Untaš,Šuġā Zanbīl,Côga Zanbīl,Čoġa Zanbil,Čoġā Zanbīl,Chogha Zanbil (Dur-Untaš)	459393126	[48.520833,32.008333]	
Dur-Šarrukin[1]SN	Dur-Šarrukin	Khorsabad (Dur-Šarrukin),Dūr Šarrukīn,Dur-Šarrukin (mod. Khorsabad),Dūr-Šarrukīn,Ḫorsābād,Horsābād,Dur-Sharrukin,Khorsabad	874458	[43.228261,36.510016]	
Dura-Europus[1]SN	Dura-Europus	uncertain (mod. Dura-Europus)	893990	[40.7300288605,34.747546619]	
Duru[1]SN	Duru	Anaz,Dūru	713816456	[39.0245,37.140833]	
Dusabar[1]SN	Dusabar		000002	[]	
Duʾru[1]SN	Duʾru	Dūʾru,Dôr,Dora	678121	[34.916907,32.617589]	
Džanfida[1]SN	Džanfida	uncertain (mod. Džanfida)	280340257	[44.0245673778,40.0442003093]	
Ebla[1]SN	Ebla	Ebla (mod. Tell Mardikh),Tell Mardikh (Ebla)	869702586	[36.7983658027,35.7990446787]	
Ecbatana[1]SN	Ecbatana	Ἐκβάτανα,Hamadān (Ecbatana),Achmeta,Agbatana,Agmatanu,Ahmadan,Ecbatana,Epiphaneia,Hagmatana,Hamadān,Hamaḏān,Hamdān,Hamādan,Hamadan,Hāgmātana,Hāmādān,Ḥamdan	903021	[48.512209,34.799294]	
Ediʾil[1]SN	Ediʾil	Ediʾil,Idalion	707519	[33.424817,35.016090]	
Edremit[1]SN	Edremit	uncertain (mod. Edremit)	874362	[43.276591,38.422069]	
Egypt[1]GN	Egypt	uncertain (mod. Egypt),Muṣur	48012424	[30.802498,26.820553]	
Ekalte[1]SN	Ekalte	Ekalte (mod. Tell Munbaqa),Tell Munbaqa (Ekalte)	703315102	[38.1299921,36.2194381]	
El-Khargeh[1]SN	El-Khargeh	El-Khargeh,Hibis,El-Hiba,Hibiton polis	776181	[30.553476,25.438054]	
El-Qitar[1]SN	El-Qitar	El-Qitar,uncertain (mod. El-Qitar)	457651161	[38.1807242179,36.3840362544]	
Ellitarbi[1]SN	Ellitarbi	el-Atārib,Tērib,Ellitarbi,Litarba	658521	[36.858743,36.145528]	
Elvend[1]SN	Elvend	Mount Elvend,uncertain (mod. Mount Elvend)	903032	[48.43661,34.759872]	
Emar[1]SN	Emar	Tell Meskene (Emar),Emar (mod. Tell Meskene),Imar,Tell Meskene	279984092	[38.1109976469,35.9870203108]	
Erek_Dağ[1]GN	Erek_Dağ	Erek Dağ,uncertain (mod. Erek Dağ)	356811079	[43.4938043,38.4537563]	
Eridu[1]SN	Eridu	Abu Shahrain (Eridu),Eridu (mod. Abu Shahrain),Eridu,Abū Šaḥrain	912845	[45.969820,30.821525]	
Ešnunna[1]SN	Ešnunna	Eshnunna,Tell Asmar (Ešnunna),Ešnunna (mod. Tell Asmar)	90720956	[44.7247598,33.4873408]	
Eʾedin[1]SN	Eʾedin		000002	[]	
Failaka[1]SN	Failaka		912851	[48.274487000000001,29.433698]	
Firakdin[1]SN	Firakdin	uncertain (mod. Firakdin)	628979	[35.623396,38.253654]	
Gabbutunu[1]SN	Gabbutunu	Gibbetôn,Raʾs Abī Ḥamīd,Gabbutūnu	329386245	[34.833333,31.833333]	
Galʾad[1]SN	Galʾad	Galʾad,Gilʾad,Ḫirbat Ǧalʿad,Gilead	889522883	[35.75,32.083333]	
Gargamis[1]SN	Gargamis	Gargamīs,Ǧarablūs,krkymyš,Carchamish,Carchemish (mod. Europos),Europos (Carchemish),Carchemish	658465	[38.013529,36.829505]	
Garni[1]SN	Garni	uncertain (mod. Garni)	863795	[44.7276745333,40.1146976667]	
Garšana[1]SN	Garšana		000002	[]	
Gazandži[1]SN	Gazandži	uncertain (mod. Gazandži)	904615255	[44.0265520,40.0067314]	
Gazru[1]SN	Gazru	Gazru,Gezer,Gazara	687904	[34.920181,31.866353]	
Gherla_(Romania)[1]SN	Gherla_(Romania)	Gherla (Romania),Gherla, Romania,Gherla,uncertain (mod. Gherla, Romania)	207133	[23.899912,47.019833]	
Gidira[1]SN	Gidira	Gidira,Gader,Gadara/Pompeia	697665	[35.716993,32.022341]	
Gimtu[1]SN	Gimtu	Gat,Tel es-Safī,Gimtu	889522884	[34.77,31.608833]	
Gingilinis[1]SN	Gingilinis	Gingiliniš,Tepe Chenchi	146790518	[43.2535,36.469667]	
Girmua[1]SN	Girmua	Ǧirwān,Jerwan,Girmua	248782116	[43.353833,36.659]	
Girsu[1]SN	Girsu	Girsu (mod. Tello),Tello (Girsu)	912855	[46.175712,31.576909]	
Giʾa[1]SN	Giʾa	Gīʾa,Gīya,Porphyreon Polis	678338	[35.428727,33.663081]	
Gleieh[1]SN	Gleieh	uncertain (mod. Glai'a),Glai&apos;a,Glaiʾa,Kar-Apla-Adad,Kār-Apladad,Glai'a,Glai’a	223856812	[42.211404,34.302925]	
Godin_Tepe[1]SN	Godin_Tepe	Godin Tepe	903035	[48.091718,34.530021]	
Gubal/Gubla[1]SN	Gubal/Gubla	Gubal/Gubla,Ǧabla,Byblos (Gubla),Gubla (mod. Byblos),Gabala	668250	[35.922327,35.378062]	
Gubla[1]SN	Gubla	Gebal,Gubla,Byblos,Ǧubail	668216	[35.645732,34.119026]	
Guzana[1]SN	Guzana	Gôzān/gwzn/Gizania,T. Ḥalaf,Gūzāna	874739	[40.039460,36.826606]	
Habuba_Kabira[1]SN	Habuba_Kabira	Habuba Kabira	494566507	[38.061005, 36.149450]	
Habıbuşağı[1]SN	Habıbuşağı	uncertain (mod. Habıbuşağı)	87556001	[38.7937720,38.4334490]	
Hadattu[1]SN	Hadattu	Ḫadattu,Arslān Ṭāš,Arslan Tash (Ḫadatu),Ḫadatu (mod. Arslan Tash),Arslan Tash	658399	[38.407778,36.848889]	
Halab/Halman[1]SN	Halab/Halman	Ḫalab/Ḫalman,Aleppo,Ḥalab	658409	[37.156825,36.199335]	
Hamam[1]SN	Hamam	uncertain (mod. Hamam)	887415955	[41.2727638,39.9063215]	
Hamat/Amattu[1]SN	Hamat/Amattu	Ḫamat/Amattu,Amattu,Hamat,Ḥamāt,Ḥamā	668261	[34.723414,36.714401]	
Hanusa[1]SN	Hanusa	Ḫinnis,Ḫanusa,Ḫinis	641191183	[43.412667,36.760833]	
Haradum[1]SN	Haradum	Kirbet ed Diniye,Haradum (mod. Khirbet ed-Diniye),Khirbet ed-Diniye (Haradum),Haradu	894003	[41.6,34.433333]	
Harbe[1]SN	Harbe	Tell Chuera (Ḫarbe),Ḫarbe (mod. Tell Chuera),Tell Chuēra,Tell Chuera,Tall Ḑahr ash Shuwayrah	677382294	[39.4981890,36.6465219]	
Harisu[1]SN	Harisu	Ḫariṣû,Ḥariṣṣa	135436342	[35.674167,33.978167]	
Harran[1]SN	Harran	Ḫarrānu,Harran (Harran),Harran (mod. Harran),Ḥarrān,Carrhae	658427	[39.031184,36.864682]	
Hasankale_(Pasinler)[1]SN	Hasankale_(Pasinler)	Hasankale (Pasinler),Hasankale,uncertain (mod. Hasankale)	874492	[41.6662835,39.984743]	
Hattusa[1]SN	Hattusa	Boğazkale (Ḫattusa),Ḫattusa (mod. Boğazkale),Ḫattusa,Boghazkoy,Boğazkale,Bogazkale,Boğazköy,Boghazköy,Bogazkoy,Ḫattuša,Hattuşaş,Hattusas	283602441	[34.615278,40.019722]	
Haurina[1]SN	Haurina	Ḫāurīna,Ḥawārīn	161546548	[37.084667,34.2695]	
Hazazu[1]SN	Hazazu	Ḫazāzu,ʿAzāz	688460609	[37.053,36.592833]	
Hazor[1]SN	Hazor	uncertain (mod. Hazor),Tel Hazor	779967430	[35.568137176,33.017462128]	
Hazzat[1]SN	Hazzat	Ḫazzat,Gaza,Ġazza,ʿazza	687902	[34.445392,31.529444]	
Hidalu[1]SN	Hidalu	Ḫaidalu/Ḫīdālu,Ḫīdālu,Ardjān,Ḫaidālu	283684589	[50,30.966667]	
Hildua[1]SN	Hildua	Ḫān el-Ḫulda,Ḫuldā,Ḫalde,Ḫildua	678177	[35.483833,33.776833]	
Hillah[1]SN	Hillah	uncertain (mod. Hillah)	296101142	[44.433333,32.483333]	
Hindanu[1]SN	Hindanu	Giddan,al-Ǧābirīya,Ḫindānu,Eddana	894006	[41.027992,34.389685]	
Hinnatuna[1]SN	Hinnatuna	Ḫinnatūna,T. al-Badawīya,Ḥannātôn	352442975	[35.202667,32.7525]	
Hinnis_Monuments[1]SN	Hinnis_Monuments	Bavian,Hinnis Monuments	359792983	[43.420619,36.76194]	
Hursagkalama[1]SN	Hursagkalama	Tell Ingharra (Hursagkalama)	000001	[44.5993371, 32.5407858]	
Huzirina[1]SN	Huzirina	Sultantepe (Huzirina),Huzirina (mod. Sultantepe),Huzirina (Sultantepe),Sultantepe	249509021	[38.9061,37.05]	
Ibn_Hani[1]SN	Ibn_Hani		000002	[]	
Idu[1]SN	Idu	Idu (mod. Tell Satu Qala),Tell Satu Qala (Idu)	894008	[44.697222,35.878056]	
Imgur-Enlil[1]SN	Imgur-Enlil	Imgur-Enlil (mod. Balawat),Balawat (Imgur-Enlil),Balawat,Balāwāt,Imgur-Bēl	90032637	[43.414221,36.221946]	
Irisagrig[1]SN	Irisagrig	Irisagrig (mod. uncertain)	237830124	[]	
Isin[1]SN	Isin	Isin (mod. Bahriyat),Bahriyat (Isin)	912868	[45.267191,31.920259]	
Isqalluna[1]SN	Isqalluna	Isqalluna (mod. Ashkelon),Ashkelon (Isqalluna),Ashkelon	687839	[34.545947,31.6659785]	
Jemdet_Nasr[1]SN	Jemdet_Nasr	uncertain (mod. Jemdet Nasr),Jemdet Nasr	733910291	[44.7796331942,32.7182104498]	
Jerwan_Aqueduct[1]SN	Jerwan_Aqueduct	Jerwan Aqueduct,Girmua (mod. Jerwan),Girmua	10280471	[43.393475,36.669779]	
Judeideh[1]SN	Judeideh	uncertain (mod. Jedide),Jedide	945906724	[42.028552,34.3887]	
Judi_Dagh[1]SN	Judi_Dagh	Judi Dagh,uncertain (mod. Judi Dagh),Ǧudi Dağ,Cudi Dağı	471828778	[42.3288972,37.3923021]	
KI.AN[1]SN	KI.AN		000002	[]	
Kabnak[1]SN	Kabnak	Kabnak (mod. Haft Tepe),Haft Tepe,Haft Tepe (Kabnak)	379400932	[48.3289663161,32.0807748717]	
Kalmakarra_Cave[1]SN	Kalmakarra_Cave	Kalmakarra Cave,Cave Kalm-karra,uncertain (mod. Cave Kalm-karra),Pol Dokhtar,Cave Kalmakareh,Pol-e Dokhtar	413309734	[47.3796339,33.0010272]	
Kaniš[1]SN	Kaniš	Kültepe (Kanesh),Kanesh (mod. Kültepe),Anisa,Kaneš,Karahüyük,Kültepe,Kültepe Karahüyük,Neša	628923	[35.63486,38.85093]	
Kar-Tukulti-Ninurta[1]SN	Kar-Tukulti-Ninurta	Tulul al-ʿAqir (Kar-Tukulti-Ninurta),Kar-Tukulti-Ninurta (mod. Tulul al-ʿAqir),Kār-Tukultī-Ninurta,Tulul al ʿAqr,Tulūl al-ʿAqar	430344980	[43.268593,35.496419]	
Karmir-blur[1]SN	Karmir-blur	Teišebaini (mod. Karmir-blur),Karmir-blur (Teišebaini)	863822	[44.4502581,40.1551476]	
Kars[1]SN	Kars	uncertain (mod. Kars)	692712721	[43.1040302701,40.6013491238]	
Kavuncu[1]SN	Kavuncu	uncertain (mod. Kavuncu)	929709014	[43.4767586, 38.5124956]	
Kayseri[1]GN	Kayseri		629035	[35.484988999999999,38.728033000000003]	
Kaḫat[1]SN	Kaḫat	Kahat (mod. Tell Barri),Tell Barri (Kahat),Tell Barri,Kahat	874732	[41.1270847952,36.7390002415]	
Kenk_Boğazı[1]SN	Kenk_Boğazı	uncertain (mod. Kenk Boǧazı),Kenk Boğazı,Kenk Boǧazı	842949950	[37.8543333,37.2416667]	
Kermanshah[1]GN	Kermanshah	uncertain (mod. Kermanshah)	903102	[47.5,34.5]	
Kibbutz_Hama’apil[1]SN	Kibbutz_Hama’apil	uncertain (mod. Kibbutz Hama-apil),Kibbutz Hamaʾapil,Kibbutz Hama-apil,Kibbutz Hama’apil,Kibbutz Hama'apil,HaMa'apil	189103682	[34.983333,32.377778]	
Kilizu[1]SN	Kilizu	Kilizu (mod. Qasr Shamamuk),Qasr Shamamuk (Kilizu)	894027	[43.751839,36.105774]	
Kish[1]SN	Kish	Tell Uhaimir (Kish),Kish (Uhaimir),Kish (mod. Tell Uhaimir),Kish,Kiš,Tall Antika,Tall Antīka,Tall al Uḥaimir,Tall al-Uḥaimar Kiš,Tall al-Uḥaimir,Tall al-Uḥēmir	894028	[44.585271,32.551977]	
Kisurra[1]SN	Kisurra		000002	[]	
Kizkapanli[1]SN	Kizkapanli	uncertain (mod. Kizkapanlı),uncertain Kizkapanlı,Kizkapanlı	193878353	[37.293138,37.37502]	
Kullanīa[1]SN	Kullanīa	Kalnē,T. Taʿyīnāt,Tell Ta’yinat,Tell Tayinat,Unqi (mod. Tell Tayinat),Tell Tayinat (Unqi),Kinalua	913163220	[36.376389,36.2475]	
Kurkh[1]SN	Kurkh	uncertain (mod. Kurkh),Üçtepe,Arcaiapis,Charcha,Karcharoman	874418	[40.539708,37.825989]	
Kutha[1]SN	Kutha	Kutha (mod. Tell Ibrahim),Cutha,Kūtû	893977	[44.6115870118,32.7609196481]	
Lagaš[1]SN	Lagaš	Lagash (mod. El-Hiba),El-Hiba (Lagash),Al-Hiba,Lagash	959120263	[46.40836,31.420485]	
Lake_Urmia[1]WN	Lake_Urmia	Lake Urmia,uncertain (mod. Lake Urmia),Urmia,Ormi	874631	[45.518417,37.086953]	
Larak[1]SN	Larak	Larak (mod. Tell Wilayah),Tell Wilayah (Larak)	762762282	[45.6602857173,32.3124558594]	
Larnaka[1]SN	Larnaka	uncertain (mod. Larnaka)	707556	[33.633337,34.916662]	
Larsa[1]SN	Larsa	Larsa (mod. Tell as-Senkereh),Tell as-Senkereh (Larsa),Larsa,Larsam,Sankara,Senkere,as-Sankara	912897	[45.853611,31.285833]	
Luristan[1]GN	Luristan	uncertain (mod. Luristan),Lorestan Province,Lurestan,Loristan	191400484	[48.4,33.6]	
Magidu[1]SN	Magidu	Megiddo,Magidû (mod. Megiddo),Megiddo (Magidû),Megiddôn,T. al-Mutesellim,Magidû	26356565	[35.185167,32.579667]	
Mahalliba[1]SN	Mahalliba	Maḥālib,Maḫalliba	69255711	[35.483333,33.35]	
Mansuati[1]SN	Mansuati	Manṣuāti,Maṣyāf (Maṣyāt/ṭ/d),Mnḏt	708431251	[36.347167,35.063167]	
Marad[1]SN	Marad	Wanna wa Sadūm,Marad (mod. Wanna-wa-Sadum),Tell Wannat es Sadum,Wanna-wa-Sadum (Marad),Marda,Marad	912901	[44.78567,32.070556]	
Mardin[1]SN	Mardin	uncertain (mod. Mardin),Marde,Mardeberd,Mardin,Mardēberd,Margdis,Mārdīn,Māridīn,Taḫt-i Dara	874588	[40.739222,37.319049]	
Mari[1]SN	Mari	Tell Hariri (Mari),Mari (mod. Tell Hariri),Māri,Tall al-Ḥarīrī,Tall Ḥarīrī	286681704	[40.889225,34.550398]	
Marqasu[1]SN	Marqasu	Germanicia,Germanikeia,Germanikeia Kaisareia,K. Maraş,Kahramanmaraş,Maraqasi,Marasch,Marhasāja,Marhasi,Mariscum,Caesarea Germanice,Gurgumāja,Gurgume,Maraš,Maraş,Marqasāja,Marqašāja,Marqasi,Marʿaš,Kahramanmaraş (Marqasu)	658474	[36.925326,37.586682]	
Matiatu[1]SN	Matiatu	Matiātu,Midyāt	708431252	[41.387333,37.415667]	
Mazyad[1]SN	Mazyad		000002	[]	
Maškan-šapir[1]SN	Maškan-šapir	Maškan-šapir (mod. Tell Abu Duwari),Tell Abu Duwari (Maškan-šapir)	715980704	[45.3067537,32.2285887]	
Maʾallanate[1]SN	Maʾallanate		000002	[]	
Me-Turran[1]SN	Me-Turran	Mēturna,T. Ḥaddād,Tell Haddad (Me-Turan),T. al-Sīb,Mê-Turran,Me-Turan (mod. Tell Haddad),Me-Turran (mod. Tell Haddad),Haddad,Me-Turnat,Me-Turan,Mê-Turan	894042	[45.095015,34.225642]	
Melidi[1]SN	Melidi	Melīdi,Melidu (mod. Arslantepe),Arslantepe (Melidu),Arslantepe,Eski Malatya	629040	[38.382217, 38.361152]	
Mesta[1]SN	Mesta	Mešta,Hasanlu	874502	[45.464993,37.017977]	
Mila_Mergi[1]GN	Mila_Mergi	uncertain (mod. Mila Mergi),Ilimmer,Mila Mergi,Millet Mergi	649834357	[42.9135000,37.0058333]	
Mugdan[1]SN	Mugdan		000002	[]	
Musasir[1]SN	Musasir	Muṣāṣir,Muğēsir,Muğaisir	126728263	[44.321667,36.835667]	
Mutkinu[1]SN	Mutkinu	T. ʿAbīr,Mutkīnu	539776277	[36.692,36.692]	
NIʾu[1]SN	NIʾu	NIʾu,Niya,Qalʿat Maḍīq,Apamea	668335	[36.410440,35.429282]	
Nabula[1]SN	Nabula	Nabula,Gir Nawas,Girnavaz	539776278	[41.211333,37.1595]	
Nagar[1]SN	Nagar	Nagar (mod. Tell Brak),Nilibši,T. Brāk,Tell Brak (Nagar),Nilabšini	874735	[41.0703913,36.6687803]	
Nahr_el-Kelb[1]SN	Nahr_el-Kelb	Nahr el-Kelb,uncertain (mod. Nahr el-Kelb),Nahr al-Kalb	2970016	[35.598922,33.956087]	
